##### bfnsn! (ode)  BZlr ::: Sun Nov  3 14:34:43 2019

#####              eps                f                q
#####              0.5     0.7212572531           0.0008
#
# sk  lk             eps                f               x0               x1              wr0              wa0              wr1              wa1              tau  bftype
 920   7     0.5909999023     0.7745431086    -8.093670086                0     0.9999963743     0.9999963743      1.000007955      1.000007955     0.0257796845  bftga 0(D)
 921   9     0.5910999023     0.7746029446    -8.093616299                0     0.9999968546     0.9999968546      1.000012081      1.000012081    0.02577799941  bftga 0(D)
 922   8     0.5911999023     0.7746627836    -8.093563656                0      0.999998091      0.999998091      1.000016885      1.000016885    0.02577631503  bftga 0(D)
 923   8     0.5912999023     0.7747226258    -8.093511013                0     0.9999982006     0.9999982006      1.000015208      1.000015208    0.02577463062  bftga 0(D)
 924   8     0.5913999023     0.7747824711     -8.09345837                0     0.9999977191     0.9999977191      1.000011057      1.000011057    0.02577294656  bftga 0(D)
 925   8     0.5914999023     0.7748423195    -8.093405728                0     0.9999945583     0.9999945583       1.00000653       1.00000653    0.02577126284  bftga 0(D)
 926  10     0.5915999023      0.774902171    -8.093351368                0     0.9999963155     0.9999963155      1.000007524      1.000007524     0.0257695806  bftga 0(D)
 927   9     0.5916999023     0.7749620257    -8.093297581                0      0.999997376      0.999997376      1.000008385      1.000008385    0.02576789889  bftga 0(D)
 928   9     0.5917999023     0.7750218834    -8.093243794                0     0.9999953894     0.9999953894      1.000006983      1.000006983    0.02576621733  bftga 0(D)
 929  10     0.5918999023     0.7750817443    -8.093189434                0     0.9999947862     0.9999947862       1.00000562       1.00000562     0.0257645365  bftga 0(D)
 930  12     0.5919999023     0.7751416083    -8.093134646                0      0.999995428      0.999995428      1.000005541      1.000005541    0.02576285647  bftga 0(D)
 931  12     0.5920999023     0.7752014755    -8.093079857                0     0.9999955507     0.9999955507      1.000004594      1.000004594    0.02576117693  bftga 0(D)
 932  12     0.5921999023     0.7752613457    -8.093024639                0     0.9999946224     0.9999946224      1.000004983      1.000004983    0.02575949801  bftga 0(D)
 933  11     0.5922999023     0.7753212191    -8.092969136                0     0.9999957037     0.9999957037        1.0000042        1.0000042    0.02575781975  bftga 0(D)
 934  11     0.5923999023     0.7753810957    -8.092913632                0     0.9999938727     0.9999938727      1.000004386      1.000004386    0.02575614193  bftga 0(D)
 935  10     0.5924999023     0.7754409753    -8.092857556                0      0.999994373      0.999994373      1.000003626      1.000003626    0.02575446482  bftga 0(D)
 936  10     0.5925999023     0.7755008581     -8.09280148                0     0.9999938038     0.9999938038        1.0000031        1.0000031    0.02575278824  bftga 0(D)
 937  10     0.5926999023      0.775560744    -8.092745404                0     0.9999896161     0.9999896161      1.000003148      1.000003148      0.025751112  bftga 0(D)
 938   9     0.5927999023     0.7756206331    -8.092688183                0      0.999991453      0.999991453      1.000002962      1.000002962    0.02574943683  bftga 0(D)
 939   9     0.5928999023     0.7756805253    -8.092630963                0     0.9999934194     0.9999934194      1.000004003      1.000004003    0.02574776237  bftga 0(D)
 940   9     0.5929999023     0.7757404207    -8.092573742                0     0.9999933762     0.9999933762      1.000004002      1.000004002    0.02574608825  bftga 0(D)
 941   9     0.5930999023     0.7758003191    -8.092516522                0     0.9999910807     0.9999910807      1.000003213      1.000003213    0.02574441447  bftga 0(D)
 942   9     0.5931999023     0.7758602208    -8.092459301                0     0.9999858971     0.9999858971      1.000002284      1.000002284    0.02574274103  bftga 0(D)
 943   8     0.5932999023     0.7759201255    -8.092399792                0     0.9999931265     0.9999931265      1.000003435      1.000003435    0.02574106938  bftga 0(D)
 944   9     0.5933999023     0.7759800335    -8.092342572                0     0.9999902444     0.9999902444      1.000002894      1.000002894    0.02573939735  bftga 0(D)
 945   8     0.5934999023     0.7760399445    -8.092283062                0      0.999992408      0.999992408      1.000003014      1.000003014    0.02573772637  bftga 0(D)
 946   9     0.5935999023     0.7760998587    -8.092225842                0     0.9999845308     0.9999845308       1.00000142       1.00000142    0.02573605502  bftga 0(D)
 947   8     0.5936999023     0.7761597761    -8.092166332                0     0.9999809851     0.9999809851      1.000001197      1.000001197    0.02573438473  bftga 0(D)
 948   8     0.5937999023     0.7762196966    -8.092106823                0     0.9999826739     0.9999826739      1.000001412      1.000001412    0.02573271549  bftga 0(D)
 949   8     0.5938999023     0.7762796203    -8.092047314                0     0.9999815316     0.9999815316      1.000001426      1.000001426    0.02573104659  bftga 0(D)
 950   8     0.5939999023     0.7763395471    -8.091987805                0     0.9999778803     0.9999778803      1.000000928      1.000000928    0.02572937803  bftga 0(D)
 951   8     0.5940999023     0.7763994771    -8.091928295                0     0.9999708046     0.9999708046      1.000000844      1.000000844    0.02572770981  bftga 0(D)
 952   7     0.5941999023     0.7764594102    -8.091864208                0      0.999992484      0.999992484       1.00000355       1.00000355    0.02572604474  bftga 0(D)
 953   9     0.5942999023     0.7765193465    -8.091806988                0     0.9999820872     0.9999820872      1.000000747      1.000000747     0.0257243772  bftga 0(D)
 954   7     0.5943999023     0.7765792859    -8.091742901                0     0.9999899353     0.9999899353      1.000002552      1.000002552     0.0257227121  bftga 0(D)
 955   8     0.5944999023     0.7766392286    -8.091683392                0      0.999987862      0.999987862      1.000002635      1.000002635    0.02572104664  bftga 0(D)
 956   8     0.5945999023     0.7766991743    -8.091623883                0     0.9999673977     0.9999673977      1.000000936      1.000000936    0.02571938013  bftga 0(D)
 957   7     0.5946999023     0.7767591233    -8.091559796                0     0.9999763671     0.9999763671      1.000001139      1.000001139    0.02571771674  bftga 0(D)
 958   8     0.5947999023     0.7768190754    -8.091500286                0     0.9999658932     0.9999658932      1.000000633      1.000000633     0.0257160523  bftga 0(D)
 959   7     0.5948999023     0.7768790307    -8.091436199                0     0.9999685258     0.9999685258      1.000001133      1.000001133    0.02571438959  bftga 0(D)
 960   7     0.5949999023     0.7769389891    -8.091372113                0     0.9999847102     0.9999847102      1.000002126      1.000002126    0.02571272858  bftga 0(D)
 961   8     0.5950999023     0.7769989507    -8.091312603                0      0.999966257      0.999966257      1.000000628      1.000000628    0.02571106517  bftga 0(D)
 962   7     0.5951999023     0.7770589155    -8.091248516                0     0.9999603811     0.9999603811       1.00000062       1.00000062    0.02570940346  bftga 0(D)
 963   7     0.5952999023     0.7771188835    -8.091184429                0      0.999968186      0.999968186       1.00000093       1.00000093    0.02570774346  bftga 0(D)
 964   7     0.5953999023     0.7771788546    -8.091120343                0     0.9999733198     0.9999733198      1.000000887      1.000000887     0.0257060838  bftga 0(D)
 965   7     0.5954999023      0.777238829    -8.091056256                0     0.9999753544     0.9999753544      1.000000929      1.000000929    0.02570442447  bftga 0(D)
 966   7     0.5955999023     0.7772988065    -8.090992169                0     0.9999741044     0.9999741044      1.000001254      1.000001254    0.02570276548  bftga 0(D)
 967   7     0.5956999023     0.7773587871    -8.090928082                0     0.9999706082     0.9999706082      1.000000832      1.000000832    0.02570110682  bftga 0(D)
 968   7     0.5957999023      0.777418771    -8.090863995                0     0.9999637136     0.9999637136      1.000000828      1.000000828     0.0256994485  bftga 0(D)
 969   7     0.5958999023     0.7774787581    -8.090799908                0     0.9999541759     0.9999541759      1.000000497      1.000000497    0.02569779053  bftga 0(D)
 970   7     0.5959999023     0.7775387483    -8.090735821                0     0.9999413826     0.9999413826      1.000000463      1.000000463    0.02569613289  bftga 0(D)
 971   7     0.5960999023     0.7775987417    -8.090665631                0     0.9999995497     0.9999995497      1.000060732      1.000060732    0.02569448625  bftga 0(D)
 972   7     0.5961999023     0.7776587383    -8.090601544                0     0.9999735307     0.9999735307      1.000000827      1.000000827    0.02569282396  bftga 0(D)
 973   7     0.5962999023     0.7777187381    -8.090537457                0     0.9999520009     0.9999520009      1.000000613      1.000000613    0.02569116734  bftga 0(D)
 974   7     0.5963999023     0.7777787411    -8.090467266                0     0.9999994861     0.9999994861      1.000062068      1.000062068    0.02568952163  bftga 0(D)
 975   7     0.5964999023     0.7778387473    -8.090403179                0     0.9999664294     0.9999664294      1.000000657      1.000000657     0.0256878604  bftga 0(D)
 976   7     0.5965999023     0.7778987567    -8.090339093                0     0.9999362009     0.9999362009      1.000000323      1.000000323    0.02568620481  bftga 0(D)
 977   7     0.5966999023     0.7779587692    -8.090268902                0     0.9999994555     0.9999994555      1.000036612      1.000036612    0.02568456004  bftga 0(D)
 978   7     0.5967999023      0.778018785    -8.090198712                0     0.9999995926     0.9999995926      1.000066346      1.000066346    0.02568291034  bftga 0(D)
 979   7     0.5968999023      0.778078804    -8.090134625                0     0.9999595132     0.9999595132      1.000000646      1.000000646    0.02568125054  bftga 0(D)
 980   7     0.5969999023     0.7781388262    -8.090064434                0     0.9999994856     0.9999994856      1.000050819      1.000050819    0.02567960671  bftga 0(D)
 981   7     0.5970999023     0.7781988515    -8.090000347                0      0.999938387      0.999938387      1.000000545      1.000000545    0.02567794763  bftga 0(D)
 982   7     0.5971999023     0.7782588801    -8.089930157                0     0.9999988473     0.9999988473      1.000024053      1.000024053    0.02567630443  bftga 0(D)
 983   7     0.5972999023     0.7783189119    -8.089859967                0     0.9999995203     0.9999995203      1.000038236      1.000038236    0.02567465638  bftga 0(D)
 984   7     0.5973999023     0.7783789469    -8.089789776                0     0.9999995329     0.9999995329       1.00005007       1.00005007    0.02567300866  bftga 0(D)
 985   7     0.5974999023     0.7784389851    -8.089719586                0      0.999999576      0.999999576      1.000058872      1.000058872    0.02567136126  bftga 0(D)
 986   7     0.5975999023     0.7784990265    -8.089649395                0     0.9999996557     0.9999996557      1.000064649      1.000064649     0.0256697142  bftga 0(D)
 987   7     0.5976999023     0.7785590711    -8.089585308                0     0.9999359469     0.9999359469      1.000000255      1.000000255    0.02566805729  bftga 0(D)
 988   7     0.5977999023      0.778619119    -8.089515118                0      0.999995899      0.999995899      1.000005804      1.000005804    0.02566641599  bftga 0(D)
 989   8     0.5978999023       0.77867917     -8.08944035                0     0.9999995063     0.9999995063      1.000031896      1.000031896    0.02566477247  bftga 0(D)
 990   7     0.5979999023     0.7787392243    -8.089370159                0     0.9999995507     0.9999995507      1.000042207      1.000042207      0.025663128  bftga 0(D)
 991   7     0.5980999023     0.7787992818    -8.089299969                0     0.9999991869     0.9999991869      1.000033668      1.000033668    0.02566148261  bftga 0(D)
 992   7     0.5981999023     0.7788593425    -8.089229779                0      0.999999242      0.999999242      1.000021785      1.000021785    0.02565983756  bftga 0(D)
 993   7     0.5982999023     0.7789194064    -8.089159588                0     0.9999976318     0.9999976318      1.000008653      1.000008653    0.02565819284  bftga 0(D)
 994   8     0.5983999023     0.7789794736     -8.08908482                0     0.9999991552     0.9999991552      1.000021883      1.000021883    0.02565655095  bftga 0(D)
 995   7     0.5984999023      0.779039544     -8.08901463                0     0.9999986955     0.9999986955       1.00001793       1.00001793    0.02565490815  bftga 0(D)
 996   8     0.5985999023     0.7790996176    -8.088939862                0     0.9999992378     0.9999992378      1.000026193      1.000026193    0.02565326692  bftga 0(D)
 997   7     0.5986999023     0.7791596944    -8.088869671                0     0.9999986858     0.9999986858      1.000016454      1.000016454    0.02565162479  bftga 0(D)
 998   8     0.5987999023     0.7792197745    -8.088794903                0     0.9999991086     0.9999991086      1.000018931      1.000018931    0.02564998422  bftga 0(D)
 999   7     0.5988999023     0.7792798578    -8.088724713                0     0.9999958121     0.9999958121      1.000006102      1.000006102    0.02564834275  bftga 0(D)
1000   9     0.5989999023     0.7793399443    -8.088647656                0     0.9999988841     0.9999988841      1.000016121      1.000016121    0.02564670408  bftga 0(D)
1001   7     0.5990999023     0.7794000341    -8.088577465                0     0.9999958611     0.9999958611      1.000005215      1.000005215     0.0256450639  bftga 0(D)
1002   9     0.5991999023     0.7794601271    -8.088500408                0     0.9999981947     0.9999981947      1.000010066      1.000010066    0.02564342588  bftga 0(D)
1003   8     0.5992999023     0.7795202234     -8.08842564                0     0.9999991409     0.9999991409       1.00002134       1.00002134     0.0256417888  bftga 0(D)
1004   8     0.5993999023     0.7795803228    -8.088350872                0     0.9999992425     0.9999992425      1.000022512      1.000022512    0.02564015143  bftga 0(D)
1005   8     0.5994999023     0.7796404256    -8.088276104                0     0.9999988402     0.9999988402      1.000021253      1.000021253     0.0256385144  bftga 0(D)
1006   8     0.5995999023     0.7797005315    -8.088201336                0     0.9999992039     0.9999992039      1.000016306      1.000016306     0.0256368777  bftga 0(D)
1007   8     0.5996999023     0.7797606408    -8.088126568                0     0.9999980761     0.9999980761      1.000009937      1.000009937    0.02563524133  bftga 0(D)
1008   9     0.5997999023     0.7798207532    -8.088049511                0     0.9999985635     0.9999985635       1.00001491       1.00001491    0.02563360649  bftga 0(D)
1009   8     0.5998999023     0.7798808689    -8.087974743                0     0.9999981277     0.9999981277      1.000009949      1.000009949    0.02563197139  bftga 0(D)
1010   9     0.5999999023     0.7799409879    -8.087897686                0     0.9999984294     0.9999984294      1.000009251      1.000009251    0.02563033721  bftga 0(D)
1011   9     0.6000999023     0.7800011101    -8.087820629                0     0.9999986404     0.9999986404      1.000013619      1.000013619    0.02562870395  bftga 0(D)
1012   9     0.6001999023     0.7800612356    -8.087743572                0     0.9999987059     0.9999987059        1.0000152        1.0000152    0.02562707102  bftga 0(D)
1013   9     0.6002999023     0.7801213643    -8.087666516                0      0.999998728      0.999998728      1.000013904      1.000013904    0.02562543842  bftga 0(D)
1014   9     0.6003999023     0.7801814963    -8.087589459                0     0.9999982398     0.9999982398      1.000010206      1.000010206    0.02562380615  bftga 0(D)
1015   9     0.6004999023     0.7802416315    -8.087512402                0     0.9999960671     0.9999960671      1.000005292      1.000005292    0.02562217422  bftga 0(D)
1016  11     0.6005999023       0.78030177    -8.087433628                0     0.9999965715     0.9999965715      1.000006563      1.000006563    0.02562054349  bftga 0(D)
1017  10     0.6006999023     0.7803619118    -8.087355427                0     0.9999972549     0.9999972549      1.000006695      1.000006695    0.02561891323  bftga 0(D)
1018  11     0.6007999023     0.7804220568    -8.087276654                0     0.9999967982     0.9999967982      1.000007009      1.000007009    0.02561728345  bftga 0(D)
1019  11     0.6008999023     0.7804822051     -8.08719788                0     0.9999965088     0.9999965088      1.000006199      1.000006199    0.02561565414  bftga 0(D)
1020  12     0.6009999023     0.7805423566     -8.08711882                0     0.9999957238     0.9999957238       1.00000493       1.00000493     0.0256140253  bftga 0(D)
1021  15     0.6010999023     0.7806025114    -8.087039332                0     0.9999956871     0.9999956871      1.000003904      1.000003904    0.02561239708  bftga 0(D)
1022  13     0.6011999023     0.7806626695    -8.086959414                0     0.9999956995     0.9999956995      1.000004297      1.000004297    0.02561076951  bftga 0(D)
1023  13     0.6012999023     0.7807228309    -8.086879496                0     0.9999961852     0.9999961852      1.000002769      1.000002769    0.02560914238  bftga 0(D)
1024  12     0.6013999023     0.7807829955    -8.086799006                0     0.9999959273     0.9999959273       1.00000296       1.00000296    0.02560751586  bftga 0(D)
1025  12     0.6014999023     0.7808431634    -8.086718516                0     0.9999949468     0.9999949468       1.00000291       1.00000291    0.02560588981  bftga 0(D)
1026  12     0.6015999023     0.7809033346    -8.086638026                0      0.999992445      0.999992445      1.000001488      1.000001488    0.02560426408  bftga 0(D)
1027  11     0.6016999023     0.7809635091    -8.086556391                0     0.9999924409     0.9999924409      1.000002393      1.000002393    0.02560263926  bftga 0(D)
1028  11     0.6017999023     0.7810236869    -8.086474756                0     0.9999939136     0.9999939136      1.000002774      1.000002774    0.02560101504  bftga 0(D)
1029  11     0.6018999023     0.7810838679    -8.086393122                0     0.9999934033     0.9999934033      1.000002242      1.000002242    0.02559939114  bftga 0(D)
1030  11     0.6019999023     0.7811440522    -8.086311487                0     0.9999897864     0.9999897864      1.000001931      1.000001931    0.02559776758  bftga 0(D)
1031  11     0.6020999023     0.7812042398    -8.086229853                0     0.9999839769     0.9999839769      1.000000938      1.000000938    0.02559614434  bftga 0(D)
1032  10     0.6021999023     0.7812644307     -8.08614593                0     0.9999894737     0.9999894737       1.00000107       1.00000107    0.02559452254  bftga 0(D)
1033  11     0.6022999023     0.7813246249    -8.086064295                0     0.9999846054     0.9999846054       1.00000103       1.00000103    0.02559290051  bftga 0(D)
1034  10     0.6023999023     0.7813848224    -8.085980372                0     0.9999844051     0.9999844051      1.000001079      1.000001079    0.02559127937  bftga 0(D)
1035  10     0.6024999023     0.7814450231    -8.085896448                0     0.9999889415     0.9999889415      1.000001126      1.000001126     0.0255896591  bftga 0(D)
1036  10     0.6025999023     0.7815052272    -8.085812525                0     0.9999900259     0.9999900259      1.000001733      1.000001733    0.02558803915  bftga 0(D)
1037  10     0.6026999023     0.7815654345    -8.085728602                0     0.9999890941     0.9999890941      1.000001473      1.000001473    0.02558641953  bftga 0(D)
1038  10     0.6027999023     0.7816256452    -8.085644678                0     0.9999852129     0.9999852129      1.000001291      1.000001291    0.02558480024  bftga 0(D)
1039  10     0.6028999023     0.7816858591    -8.085560755                0     0.9999791399     0.9999791399      1.000000439      1.000000439    0.02558318127  bftga 0(D)
1040  10     0.6029999023     0.7817460764    -8.085476832                0     0.9999692646     0.9999692646      1.000000538      1.000000538    0.02558156263  bftga 0(D)
1041   9     0.6030999023     0.7818062969    -8.085388331                0      0.999986242      0.999986242      1.000001125      1.000001125    0.02557994649  bftga 0(D)
1042  10     0.6031999023     0.7818665208    -8.085304407                0     0.9999860975     0.9999860975      1.000000844      1.000000844    0.02557832958  bftga 0(D)
1043   9     0.6032999023      0.781926748    -8.085215906                0     0.9999945652     0.9999945652      1.000004131      1.000004131    0.02557671408  bftga 0(D)
1044  10     0.6033999023     0.7819869785    -8.085131983                0     0.9999914589     0.9999914589      1.000001067      1.000001067    0.02557509782  bftga 0(D)
1045   9     0.6034999023     0.7820472122    -8.085043482                0     0.9999958528     0.9999958528      1.000002658      1.000002658    0.02557348295  bftga 0(D)
1046  10     0.6035999023     0.7821074493    -8.084959559                0     0.9999857729     0.9999857729      1.000000864      1.000000864    0.02557186734  bftga 0(D)
1047   9     0.6036999023     0.7821676897    -8.084871058                0     0.9999858812     0.9999858812      1.000001012      1.000001012    0.02557025313  bftga 0(D)
1048   9     0.6037999023     0.7822279335    -8.084782557                0     0.9999952516     0.9999952516      1.000003973      1.000003973    0.02556864029  bftga 0(D)
1049  10     0.6038999023     0.7822881805    -8.084698633                0     0.9999780498     0.9999780498      1.000000787      1.000000787    0.02556702566  bftga 0(D)
1050   9     0.6039999023     0.7823484309    -8.084610132                0     0.9999698656     0.9999698656      1.000000679      1.000000679    0.02556541242  bftga 0(D)
1051   9     0.6040999023     0.7824086846    -8.084521631                0       0.99997375       0.99997375      1.000000538      1.000000538    0.02556380056  bftga 0(D)
1052   9     0.6041999023     0.7824689416    -8.084433131                0     0.9999744685     0.9999744685        1.0000007        1.0000007    0.02556218901  bftga 0(D)
1053   9     0.6042999023     0.7825292019     -8.08434463                0     0.9999725654     0.9999725654       1.00000063       1.00000063    0.02556057779  bftga 0(D)
1054   9     0.6043999023     0.7825894656    -8.084256129                0     0.9999679025     0.9999679025      1.000000475      1.000000475    0.02555896689  bftga 0(D)
1055   9     0.6044999023     0.7826497326    -8.084167628                0      0.999960277      0.999960277       1.00000045       1.00000045    0.02555735631  bftga 0(D)
1056   9     0.6045999023     0.7827100029    -8.084079127                0     0.9999498956     0.9999498956      1.000000356      1.000000356    0.02555574606  bftga 0(D)
1057   8     0.6046999023     0.7827702765     -8.08398147                0     0.9999924073     0.9999924073      1.000003494      1.000003494    0.02555414026  bftga 0(D)
1058  10     0.6047999023     0.7828305535    -8.083897547                0     0.9999790319     0.9999790319      1.000000689      1.000000689    0.02555253065  bftga 0(D)
1059   9     0.6048999023     0.7828908338    -8.083809046                0     0.9999457782     0.9999457782      1.000000279      1.000000279    0.02555092035  bftga 0(D)
1060   8     0.6049999023     0.7829511175     -8.08371139                0     0.9999816616     0.9999816616      1.000001335      1.000001335    0.02554931549  bftga 0(D)
1061   9     0.6050999023     0.7830114045    -8.083622889                0     0.9999867116     0.9999867116      1.000000982      1.000000982    0.02554770889  bftga 0(D)
1062   9     0.6051999023     0.7830716948    -8.083534388                0     0.9999599745     0.9999599745      1.000000316      1.000000316    0.02554610059  bftga 0(D)
1063   8     0.6052999023     0.7831319885    -8.083436732                0     0.9999873009     0.9999873009      1.000001245      1.000001245    0.02554449666  bftga 0(D)
1064   9     0.6053999023     0.7831922855    -8.083348231                0     0.9999838585     0.9999838585      1.000000862      1.000000862    0.02554289103  bftga 0(D)
1065   9     0.6054999023     0.7832525859     -8.08325973                0     0.9999486624     0.9999486624      1.000000293      1.000000293    0.02554128371  bftga 0(D)
1066   8     0.6055999023     0.7833128896    -8.083162073                0     0.9999680051     0.9999680051      1.000000613      1.000000613    0.02553968073  bftga 0(D)
1067   9     0.6056999023     0.7833731966    -8.083073572                0     0.9999560019     0.9999560019      1.000000359      1.000000359    0.02553807607  bftga 0(D)
1068   8     0.6057999023      0.783433507    -8.082975916                0      0.999969575      0.999969575      1.000000727      1.000000727    0.02553647372  bftga 0(D)
1069   9     0.6058999023     0.7834938208    -8.082887415                0     0.9999521723     0.9999521723      1.000000257      1.000000257     0.0255348697  bftga 0(D)
1070   8     0.6059999023     0.7835541379    -8.082789759                0     0.9999600992     0.9999600992       1.00000059       1.00000059    0.02553326799  bftga 0(D)
1071   8     0.6060999023     0.7836144584    -8.082692103                0     0.9999924772     0.9999924772      1.000002485      1.000002485    0.02553166857  bftga 0(D)
1072   9     0.6061999023     0.7836747823    -8.082603602                0     0.9999682611     0.9999682611      1.000000416      1.000000416    0.02553006551  bftga 0(D)
1073   8     0.6062999023     0.7837351095    -8.082505945                0     0.9999679241     0.9999679241      1.000000502      1.000000502    0.02552846475  bftga 0(D)
1074   8     0.6063999023       0.78379544    -8.082408289                0     0.9999920188     0.9999920188       1.00000207       1.00000207    0.02552686626  bftga 0(D)
1075   9     0.6064999023     0.7838557739    -8.082319788                0      0.999959205      0.999959205      1.000000276      1.000000276    0.02552526419  bftga 0(D)
1076   8     0.6065999023     0.7839161112    -8.082222132                0     0.9999504825     0.9999504825      1.000000325      1.000000325    0.02552366439  bftga 0(D)
1077   8     0.6066999023     0.7839764519    -8.082124476                0     0.9999673384     0.9999673384      1.000000613      1.000000613    0.02552206684  bftga 0(D)
1078   8     0.6067999023     0.7840367959    -8.082026819                0     0.9999813683     0.9999813683      1.000000864      1.000000864     0.0255204696  bftga 0(D)
1079   8     0.6068999023     0.7840971433    -8.081929163                0     0.9999911804     0.9999911804      1.000002481      1.000002481    0.02551887268  bftga 0(D)
1080   9     0.6069999023     0.7841574941    -8.081840662                0      0.999945117      0.999945117      1.000000175      1.000000175    0.02551727224  bftga 0(D)
1081   8     0.6070999023     0.7842178483    -8.081743006                0     0.9999224501     0.9999224501      1.000000246      1.000000246    0.02551567405  bftga 0(D)
1082   8     0.6071999023     0.7842782058     -8.08164535                0     0.9999255262     0.9999255262      1.000000228      1.000000228    0.02551407809  bftga 0(D)
1083   8     0.6072999023     0.7843385667    -8.081547694                0     0.9999257366     0.9999257366      1.000000262      1.000000262    0.02551248244  bftga 0(D)
1084   8     0.6073999023      0.784398931    -8.081450037                0     0.9999232036     0.9999232036      1.000000237      1.000000237    0.02551088711  bftga 0(D)
1085   8     0.6074999023     0.7844592987    -8.081352381                0     0.9999178729     0.9999178729      1.000000217      1.000000217     0.0255092921  bftga 0(D)
1086   8     0.6075999023     0.7845196697    -8.081254725                0     0.9999097538     0.9999097538      1.000000202      1.000000202    0.02550769741  bftga 0(D)
1087   8     0.6076999023     0.7845800442    -8.081157069                0     0.9998988673     0.9998988673      1.000000181      1.000000181    0.02550610304  bftga 0(D)
1088   8     0.6077999023      0.784640422    -8.081047205                0     0.9999998993     0.9999998993      1.000110614      1.000110614    0.02550452389  bftga 0(D)
1089   8     0.6078999023     0.7847008032    -8.080949549                0      0.999980463      0.999980463      1.000000889      1.000000889    0.02550292269  bftga 0(D)
1090   8     0.6079999023     0.7847611878    -8.080851893                0     0.9999616901     0.9999616901      1.000000326      1.000000326    0.02550132926  bftga 0(D)
1091   8     0.6080999023     0.7848215759    -8.080754236                0     0.9999396446     0.9999396446      1.000000302      1.000000302    0.02549973616  bftga 0(D)
1092   8     0.6081999023     0.7848819673     -8.08065658                0     0.9999150187     0.9999150187      1.000000133      1.000000133    0.02549814338  bftga 0(D)
1093   8     0.6082999023     0.7849423621    -8.080546717                0     0.9999998585     0.9999998585      1.000111262      1.000111262    0.02549656558  bftga 0(D)
1094   8     0.6083999023     0.7850027603    -8.080449061                0     0.9999685992     0.9999685992      1.000000401      1.000000401    0.02549496611  bftga 0(D)
1095   8     0.6084999023     0.7850631619    -8.080351404                0     0.9999357072     0.9999357072      1.000000217      1.000000217    0.02549337429  bftga 0(D)
1096   8     0.6085999023     0.7851235669    -8.080253748                0      0.999899998      0.999899998      1.000000165      1.000000165     0.0254917828  bftga 0(D)
1097   8     0.6086999023     0.7851839753    -8.080143885                0     0.9999998293     0.9999998293      1.000084056      1.000084056     0.0254902061  bftga 0(D)
1098   8     0.6087999023     0.7852443871    -8.080046229                0     0.9999312047     0.9999312047      1.000000331      1.000000331    0.02548860802  bftga 0(D)
1099   8     0.6088999023     0.7853048024    -8.079936365                0      0.999999875      0.999999875      1.000109241      1.000109241    0.02548703186  bftga 0(D)
1100   8     0.6089999023      0.785365221    -8.079838709                0     0.9999513673     0.9999513673      1.000000256      1.000000256    0.02548543447  bftga 0(D)
1101   8     0.6090999023     0.7854256431    -8.079741053                0     0.9999021033     0.9999021033      1.000000145      1.000000145     0.0254838446  bftga 0(D)
1102   8     0.6091999023     0.7854860686     -8.07963119                0     0.9999998254     0.9999998254      1.000070945      1.000070945    0.02548226928  bftga 0(D)
1103   8     0.6092999023     0.7855464974    -8.079533533                0     0.9999055603     0.9999055603      1.000000159      1.000000159    0.02548067294  bftga 0(D)
1104   8     0.6093999023     0.7856069298     -8.07942367                0     0.9999998113     0.9999998113      1.000068389      1.000068389    0.02547909817  bftga 0(D)
1105   8     0.6094999023     0.7856673655    -8.079326014                0     0.9998979575     0.9998979575      1.000000144      1.000000144    0.02547750254  bftga 0(D)
1106   8     0.6095999023     0.7857278047    -8.079216151                0     0.9999996806     0.9999996806      1.000054901      1.000054901    0.02547592833  bftga 0(D)
1107   8     0.6096999023     0.7857882472    -8.079106287                0      0.999999842      0.999999842      1.000098539      1.000098539    0.02547434738  bftga 0(D)
1108   8     0.6097999023     0.7858486932    -8.079008631                0      0.999920498      0.999920498        1.0000002        1.0000002     0.0254727528  bftga 0(D)
1109   8     0.6098999023     0.7859091427    -8.078898768                0     0.9999997578     0.9999997578      1.000068415      1.000068415    0.02547117942  bftga 0(D)
1110   8     0.6099999023     0.7859695955    -8.078788904                0     0.9999998363     0.9999998363      1.000103643      1.000103643    0.02546959937  bftga 0(D)
1111   8     0.6100999023     0.7860300518    -8.078691248                0     0.9999181546     0.9999181546      1.000000142      1.000000142    0.02546800585  bftga 0(D)
1112   8     0.6101999023     0.7860905116    -8.078581385                0     0.9999997974     0.9999997974      1.000057057      1.000057057    0.02546643331  bftga 0(D)
1113   8     0.6102999023     0.7861509748    -8.078471522                0     0.9999998576     0.9999998576      1.000083899      1.000083899    0.02546485419  bftga 0(D)
1114   8     0.6103999023     0.7862114414    -8.078361658                0     0.9999998628     0.9999998628       1.00010796       1.00010796    0.02546327536  bftga 0(D)
1115   8     0.6104999023     0.7862719114    -8.078264002                0     0.9999125211     0.9999125211      1.000000194      1.000000194    0.02546168325  bftga 0(D)
1116   8     0.6105999023     0.7863323849    -8.078154139                0     0.9999996374     0.9999996374      1.000039834      1.000039834    0.02546011185  bftga 0(D)
1117   8     0.6106999023     0.7863928619    -8.078044276                0     0.9999997495     0.9999997495        1.0000555        1.0000555    0.02545853395  bftga 0(D)
1118   8     0.6107999023     0.7864533422    -8.077934412                0     0.9999997605     0.9999997605       1.00006847       1.00006847    0.02545695636  bftga 0(D)
